ID;ESTADO;INGRESOS;CASA;PRECIO_DISPOSITIVO;GENERO;MESES;DURACION;SOBRECARGO;SALDO_RESTANTE;SATISFACCION
291;RETIRADO;3395152;590440669.3;927905;Mujer;27;2.5;255.0621579;0;8.51778872
292;VINCULADO;7852325;1212841980;1393392;Mujer;32;13.9;27.29849413;42.4;3.178426614
293;VINCULADO;6993067;1132406000;1588414;Hombre;16;15.9;6.24781302;40.8;3.19618802
294;RETIRADO;612564;156302698.6;1681050;Mujer;33;15.5;284.4709568;0;8.387251285
295;VINCULADO;3019606;470770975.2;754724;Hombre;26;1.3;17.36029909;13.5;2.856132145
296;VINCULADO;810131;172999369;1304964;Hombre;37;16.8;0;12.6;2.236353984
297;VINCULADO;7468192;1202931686;398082;Mujer;22;14.7;8.324478179;78.7;2.467914487
298;RETIRADO;3389368;542733596.4;2367004;Hombre;41;0.6;127.2761387;12.8;8.239468509
299;RETIRADO;1204211;212195945.9;2270301;Hombre;19;15.2;198.0411566;12.7;8.048786509
300;RETIRADO;3157202;527995918.8;851611;Mujer;31;0.9;228.4749694;10.7;8.001367874
301;RETIRADO;7603267;1226915913;2451127;Hombre;34;0.8;146.3404834;65.9;8.300311257
302;RETIRADO;7288615;1168920803;1687797;Hombre;61;17.8;185.89749;61.1;8.493751131
303;VINCULADO;3023236;527319516.7;3833155;Hombre;11;2.2;20.13953481;20.6;3.015592159
304;RETIRADO;6813815;1090001507;1780030;Mujer;22;16.9;170.7010694;87.5;8.320729997
305;VINCULADO;3547056;571955918.6;952095;Hombre;16;2.9;32.50250702;3.8;1.96606284
306;VINCULADO;2257896;417547979.1;1790029;Hombre;19;2.5;28.34485451;11.4;2.30148784
307;RETIRADO;6490131;1104698152;2542264;Mujer;5;16.5;255.201932;70.9;7.879605971
308;RETIRADO;1789579;294298012.6;1916513;Hombre;13;15.9;225.9943182;13.3;8.079727558
309;VINCULADO;4314260;671948874.3;337548;Mujer;0;3.3;0;18.3;2.608988326
310;RETIRADO;965871;175849767.4;988325;Mujer;9;16;151.96075;11.8;8.197473975
311;RETIRADO;996911;197461302.9;1995507;Hombre;12;16.8;312.2024853;22.4;8.39600301
312;VINCULADO;1586090;299496669.5;1416789;Mujer;29;15.8;33.32525908;26.3;3.782282602
313;RETIRADO;2541620;416077649.1;1908236;Hombre;11;2.5;181.1756581;35.3;8.282476624
314;RETIRADO;4290635;756442551.1;1970673;Hombre;33;3.4;279.4546815;8.4;7.809231473
315;RETIRADO;6649766;1017595136;1287647;Hombre;51;15.5;202.2692573;44.5;8.534173445
316;RETIRADO;7903141;1268952209;1328347;Hombre;0;0.6;0;82.5;2.807398328
317;VINCULADO;829998;119086393.4;400579;Hombre;19;15.9;0;2.2;3.291757794
318;VINCULADO;7474763;1135084917;814196;Mujer;12;15.8;0;78.1;2.807071045
319;VINCULADO;3505260;575292360;510448;Mujer;26;2.7;203.6970156;25;8.373618271
320;RETIRADO;4193838;629510297.9;418454;Hombre;7;1.9;92.89889226;14.8;8.041122025
321;RETIRADO;150000;67527325.06;2199477;Mujer;26;16.1;148.570233;13.5;7.854680919
322;VINCULADO;545586;167952293.4;1987133;Mujer;33;18;25.69104362;22.8;1.880652969
323;RETIRADO;6552616;1050151386;401349;Mujer;10;1.6;134.0863625;78.2;8.101744628
324;VINCULADO;3101681;504054327.3;2410949;Mujer;37;1.3;9.327998066;27.3;2.910744569
325;VINCULADO;7630100;1171932986;1035026;Hombre;26;1.6;31.01903478;74.8;1.978854894
326;VINCULADO;4003818;621908519.8;828136;Mujer;13;3.1;0;18.2;2.787717208
327;VINCULADO;254303;41459518.18;1043039;Mujer;56;15.4;26.83012812;20.7;4.045690253
328;VINCULADO;6717203;1133045280;2014513;Hombre;33;2.3;0;62.2;2.377037802
329;RETIRADO;7513619;1214925660;2054278;Hombre;10;16.7;199.560819;75.6;8.441427736
330;RETIRADO;7345374;1135253168;575491;Mujer;26;15.1;0;73.5;3.404837636
331;VINCULADO;1170138;212171917.9;338182;Hombre;14;17.9;0;29.8;1.463853643
332;RETIRADO;7641107;1172345168;930870;Hombre;67;14.4;215.3957075;58;8.054670055
333;RETIRADO;7832445;1228674910;2000455;Mujer;18;15.4;217.4598443;89.4;8.811697588
334;RETIRADO;3013719;521672778.4;1560078;Hombre;25;3.6;95.1543092;13.5;7.97494859
335;RETIRADO;6815100;1049407652;1498190;Hombre;8;1;358.0161033;61.7;8.553590541
336;VINCULADO;7867325;1253943944;1169703;Hombre;24;16.7;34.1580228;33.1;2.799804399
337;VINCULADO;3425063;555639270.4;339618;Hombre;57;0.9;231.2706356;24;8.925519522
338;VINCULADO;3006924;493941098;2311520;Mujer;25;2.5;0;6.5;2.426004352
339;VINCULADO;3595544;616314007;392549;Mujer;13;2.6;0;30.6;3.676812757
340;RETIRADO;8278833;1373412870;2520274;Mujer;35;15.2;0;89.2;2.886861339
341;VINCULADO;7021168;1111108819;997680;Mujer;15;15.6;24.48867653;87.6;3.222668895
342;VINCULADO;7434424;1175715788;1022111;Mujer;24;15.9;0;74.5;2.884415122
343;VINCULADO;3849137;602217487.3;1630945;Hombre;32;1.6;13.74463521;11.9;2.447680957
344;RETIRADO;543508;98233477.03;1737245;Mujer;18;15.9;205.3547087;18.5;8.270794858
345;VINCULADO;1390515;202178642;1235017;Hombre;16;15.5;0;22.6;3.228398614
346;VINCULADO;3785784;641845204.7;1072143;Mujer;8;3.4;9.07490831;0.2;2.401037333
347;RETIRADO;1188110;255672901.4;985055;Mujer;1;16.7;190.2749871;25.9;7.872985978
348;RETIRADO;474060;125537599.6;1334573;Hombre;28;15.4;242.5647554;5.9;7.922719448
349;VINCULADO;3926811;648614137.5;1145714;Mujer;40;1.8;27.00887301;5.6;2.293405059
350;VINCULADO;6985559;1073942597;427999;Mujer;35;16.7;0;57.6;4.017331035
351;VINCULADO;6825294;1055800069;1824589;Mujer;28;0.6;0;77.3;2.886187146
352;RETIRADO;7553493;1252975424;1965020;Mujer;22;1.8;141.8102484;84.5;8.219233106
353;VINCULADO;7225839;1133344131;2016346;Mujer;11;1.8;27.50744422;54.5;1.991864426
354;RETIRADO;7900818;1276413665;333596;Hombre;17;3.2;0;37.5;2.988463109
355;VINCULADO;7796520;1277167104;2237942;Mujer;27;1.9;164.0893287;71.5;8.51583848
356;RETIRADO;6983898;1169600741;1880470;Mujer;19;17.8;204.4000704;82.8;7.954158308
357;VINCULADO;3282723;500856668.4;1235051;Hombre;24;2.7;16.83599656;9.2;2.722373669
358;RETIRADO;673856;98865839.52;414874;Mujer;39;15.6;220.7799129;6.3;8.097624888
359;VINCULADO;7135375;1146049604;2143309;Hombre;15;2;1.971365653;59.2;2.439365979
360;RETIRADO;7586687;1147259986;791879;Hombre;27;16.7;263.7122385;90.6;8.532509924
361;VINCULADO;3071767;515020380.2;878099;Hombre;24;2.2;131.2846313;4.4;8.053796584
362;RETIRADO;7321090;1167748605;1573238;Hombre;26;15.6;252.7456103;44.4;8.634033982
363;VINCULADO;912656;202965072.7;1644884;Mujer;14;16.1;0;25.1;3.052816507
364;RETIRADO;3184426;542526870.6;1188974;Hombre;49;0.4;244.6681517;9.6;8.320838573
365;VINCULADO;7367829;1151821513;1405759;Hombre;9;2.3;32.97904028;64.4;2.644065004
366;RETIRADO;7705622;1215470301;695371;Mujer;45;1.9;32.81351328;79.6;3.814637426
367;RETIRADO;7447266;1131337537;384805;Mujer;9;1.1;191.0908668;59.8;7.898611438
368;VINCULADO;1905995;374911029.9;1776823;Hombre;33;16.4;26.60160071;6.6;3.122371156
369;RETIRADO;6881795;1029455890;329056;Hombre;9;18;218.7070569;38;8.402837447
370;RETIRADO;3760838;623606374.2;779177;Mujer;21;2.2;302.0442457;22.1;8.508832898
371;VINCULADO;8084359;1258796344;1940493;Mujer;50;16.3;239.0367383;40.4;8.316548891
372;VINCULADO;7550327;1158040544;894538;Hombre;36;15.6;56.67316268;54.7;2.41647498
373;RETIRADO;927103;177239357.3;1344985;Mujer;40;15.8;210.6903879;24.3;8.616346924
374;RETIRADO;4248910;678032983.3;961142;Hombre;32;3.1;188.1355572;0;8.611846995
375;RETIRADO;8134816;1258313936;768611;Hombre;36;17.8;107.7303275;76.1;8.528613791
376;RETIRADO;3358579;515472791.1;325805;Hombre;16;1.9;14.43045441;18.5;2.753152397
377;VINCULADO;3678346;590644878.1;1392590;Hombre;18;1.7;0;25;2.631055185
378;RETIRADO;1959921;364834078.9;1256199;Hombre;27;16.3;123.2501621;0.2;8.346072317
379;RETIRADO;7128150;1226991199;3474239;Hombre;44;15;115.4497122;53.5;8.427422054
380;VINCULADO;3292893;564534759;3550998;Mujer;32;3.6;29.45040357;15.7;2.03287422
381;RETIRADO;1875657;306592261.8;976892;Hombre;15;18.1;244.7231502;3.9;8.693405835
382;RETIRADO;7839456;1296203818;1263222;Hombre;31;17.5;251.9824268;80.8;8.275666188
383;RETIRADO;1147185;180893373.7;435229;Hombre;43;14.6;238.8053417;8.1;8.055821468
384;VINCULADO;1334413;265731979.6;1775033;Mujer;40;15.9;253.0933572;10.8;8.398164761
385;VINCULADO;3740735;624863437.7;1046326;Hombre;4;1.3;119.0896443;2.8;8.45699827
386;RETIRADO;7687893;1249126700;307802;Mujer;21;15.5;291.5467494;77;8.039935249
387;RETIRADO;7128833;1155440971;1055721;Mujer;22;16.8;213.9264823;85.7;8.329787099
388;VINCULADO;6612813;998702623.2;300153;Hombre;36;16.3;81.20262547;109.8;2.509781582
389;VINCULADO;7095011;1170935068;1340896;Mujer;22;16.3;2.703385144;61.6;3.619908536
390;RETIRADO;4108175;667802621.7;1427952;Hombre;47;1.1;123.8884448;0;8.23997007
391;VINCULADO;1713303;338068295.5;2257770;Hombre;60;15.3;0;4;2.617980832
392;RETIRADO;6863653;1154851215;2411887;Mujer;22;1.4;173.988763;89.4;8.870576298
393;VINCULADO;7562819;1146007388;413433;Hombre;7;16;0;62.1;2.511188687
394;RETIRADO;2282238;401472894.9;592006;Mujer;7;16.2;44.99315311;20.6;2.397093051
395;RETIRADO;491051;71412710.72;838693;Mujer;5;17;12.75456109;34.1;3.358556461
396;VINCULADO;7496102;1181010476;1174367;Hombre;35;17.2;4.656378937;67.1;2.405765073
397;VINCULADO;1215711;180109977;515157;Hombre;14;15.1;49.22660221;18.4;2.040699264
398;VINCULADO;3233079;474093638.2;457647;Mujer;15;1.6;27.81958187;21.4;3.698829585
399;VINCULADO;7322346;1190750189;1013810;Hombre;18;15.9;6.828841814;97.8;2.129428925
400;VINCULADO;6405596;1004348109;1166008;Hombre;26;1.9;53.5448181;51.4;3.036139806
401;VINCULADO;875565;125158641;445179;Mujer;4;15.3;38.87243142;9.3;2.892495419
402;RETIRADO;7577154;1194831843;599026;Hombre;13;15.2;215.5628943;75.4;8.413364494
403;VINCULADO;3539908;549859968.3;509478;Hombre;17;2;52.41585241;16;3.197186151
404;VINCULADO;3459694;586978204.5;796275;Mujer;10;3.9;19.48833428;18.4;2.057474129
405;RETIRADO;7434425;1155330926;844497;Mujer;33;1.6;91.80024104;67.8;8.672346205
406;VINCULADO;7432254;1141468705;473242;Mujer;36;15.7;0;74;2.368979606
407;RETIRADO;1202457;257932105.7;2152212;Mujer;31;15.9;223.6344039;16.5;8.303138815
408;VINCULADO;4315400;699245497.1;390308;Mujer;46;1.3;0;20.1;2.577808039
409;RETIRADO;8428348;1349199157;1926286;Mujer;46;16.9;165.7815861;37;7.572988174
410;VINCULADO;7459145;1224431826;2044243;Mujer;19;2.8;0;67.9;3.560040951
411;RETIRADO;996866;204332988.7;1471396;Mujer;14;17;170.0537085;13.8;8.100181029
412;VINCULADO;7431507;1207075694;1369774;Hombre;3;0.9;0;64.8;2.583776632
413;VINCULADO;3654789;608037398.4;577559;Mujer;23;1.6;0;15.6;2.251660793
414;RETIRADO;4019354;638536522.1;1066426;Hombre;5;0;46.35979412;39.4;3.014193474
415;RETIRADO;150000;16023036.97;655756;Mujer;21;16.3;276.3773823;17.9;8.684475225
416;RETIRADO;6451851;1053366153;1569938;Mujer;39;2.9;238.2987494;103.6;8.125154526
417;VINCULADO;7544924;1162664932;1474975;Hombre;0;16.3;180.3677267;46.2;8.989982207
418;RETIRADO;7592792;1204374644;1087318;Mujer;27;15.7;2.351274246;60.1;2.954797757
419;RETIRADO;7716012;1245373720;1947031;Mujer;20;15;65.75096534;87.6;8.329159229
420;RETIRADO;1193074;158508486.9;731258;Hombre;43;16.2;221.9457181;20.5;8.340438559
421;RETIRADO;989236;193295857.2;922116;Hombre;19;16;11.44722178;3.1;2.206408419
422;VINCULADO;6742713;1067421000;683798;Mujer;45;15;0;95.3;2.905449841
423;VINCULADO;1450181;193885832.6;419344;Mujer;6;15.5;41.253743;17.3;2.544419937
424;RETIRADO;7279458;1168723168;416478;Mujer;50;16.3;102.6575368;89.9;8.003037216
425;VINCULADO;1062867;174079064.4;1129541;Hombre;22;16.3;62.07434052;34.2;2.827339502
426;RETIRADO;7260839;1168153879;1260335;Hombre;5;15.5;133.5779357;61.5;7.489103346
427;VINCULADO;7731203;1274272634;2290421;Hombre;28;2.6;15.92993532;73.5;3.122299075
428;RETIRADO;6472911;1052556257;1301834;Mujer;36;1.9;239.2081595;83.6;8.533477319
429;RETIRADO;6563656;1022095590;542524;Hombre;7;1.7;183.4524497;70.7;8.412138297
430;VINCULADO;3314274;571821427.2;992112;Mujer;0;3;0;10.4;1.931116613
431;RETIRADO;7479349;1196143403;1580588;Hombre;11;15.5;198.2625994;85.2;8.418941639
432;VINCULADO;8764153;1387380694;1261862;Mujer;36;16;50.3446371;87.7;1.679364721
433;RETIRADO;359172;18343955.95;354805;Hombre;21;15.7;298.838236;6.5;7.93872884
434;VINCULADO;2397287;438113560.6;695359;Mujer;34;2.7;0;8.4;2.660590913
435;RETIRADO;7700141;1192846452;782053;Mujer;19;0.5;86.40227957;83.5;8.448074417
436;RETIRADO;7154448;1176058486;2146019;Hombre;21;1.5;139.0230847;68.2;8.682884386
437;RETIRADO;6211695;959736507.8;1603989;Mujer;27;14.8;177.509783;45;7.685249937
438;VINCULADO;1256928;180603740.7;857052;Mujer;36;14.5;26.8594525;24.4;3.364747982
439;VINCULADO;1841213;370273018.9;3483295;Hombre;18;16.7;5.73070439;18.6;2.657678816
440;VINCULADO;6676171;1044552105;440860;Mujer;47;14.7;32.86656511;56.2;3.128050527
441;VINCULADO;6947031;1123083276;1828580;Mujer;0;2.1;54.21934542;67.7;2.382995984
442;VINCULADO;1598399;247356605.9;436088;Hombre;21;17.3;89.19744202;11.5;4.04776588
443;VINCULADO;4838643;805070730.4;1023455;Mujer;40;3.4;46.51923643;23.8;2.476274375
444;VINCULADO;3424636;578126860.2;1794573;Hombre;34;3.3;0;22.2;2.833445107
445;VINCULADO;7166983;1164439584;788167;Mujer;41;15.1;12.78758068;71.5;2.055067555
446;RETIRADO;6233595;1006451246;1095963;Hombre;13;1.3;144.0880217;66.6;7.897852491
447;VINCULADO;7225769;1115272057;1010419;Hombre;31;2.8;32.37216242;61.2;2.847065688
448;RETIRADO;7068290;1172348570;2365434;Mujer;32;1.1;203.4157704;66.8;8.290525494
449;VINCULADO;2909997;452659304.6;497115;Mujer;24;2.7;0;16.2;2.507782102
450;RETIRADO;6576853;1068841269;1111482;Hombre;0;16.4;132.3884705;103.2;7.964535067
451;VINCULADO;1631398;267043169.8;392595;Mujer;53;14.7;0;13.9;4.258857573
452;VINCULADO;4845184;791622989.7;817260;Mujer;43;1.2;44.71070277;10.5;2.664858385
453;RETIRADO;8437089;1315974889;1734619;Hombre;45;15.1;150.4677125;61.9;8.252138369
454;VINCULADO;7822082;1215020920;1554751;Hombre;37;15.8;25.80796333;90.8;2.690121378
455;RETIRADO;1143211;220976227;394016;Hombre;20;16.1;289.9191009;6.1;8.689664877
456;VINCULADO;3392609;495448273.1;373090;Hombre;22;1.8;144.6801506;19.9;9.287765399
457;RETIRADO;7160673;1073883658;448804;Mujer;20;14.4;223.0226347;49.5;8.980037578
458;VINCULADO;7357101;1178161820;1235476;Mujer;19;17.2;15.44062218;56.3;2.546036505
459;VINCULADO;589733;180294212.5;1688007;Hombre;-46;16.1;6.637602831;15.2;3.106546105
460;VINCULADO;3138752;583258007.2;2708606;Hombre;0;2.6;45.49401313;10.6;2.604243243
461;VINCULADO;3173002;522371572;684786;Hombre;20;1.9;45.05499483;1.9;1.778870399
462;RETIRADO;1529887;325178164.5;2469544;Mujer;16;14.4;152.0494937;26.5;8.04768623
463;VINCULADO;7510136;1188337489;1116160;Hombre;1;16.4;279.7466754;67.1;8.598198338
464;RETIRADO;7443639;1164984188;335306;Hombre;25;15.8;197.8832343;59.1;8.382696919
465;RETIRADO;6455969;1096691978;2851542;Hombre;8;16.1;36.72294692;86.1;2.865875729
466;VINCULADO;7696244;1205381949;1213677;Hombre;23;16.2;220.8879506;84.4;8.123264686
467;VINCULADO;3236039;576206166;3049425;Hombre;13;2.2;0;24.5;3.214958905
468;RETIRADO;7908483;1256711100;1735278;Mujer;14;0.9;188.8695177;71.4;7.885220197
469;VINCULADO;8057916;1236010824;321933;Hombre;26;16.5;0;52.1;2.492585626
470;VINCULADO;7865465;1225982468;1364634;Hombre;38;1.3;22.1266627;53.4;2.219706913
471;RETIRADO;3030944;484450200.1;1245097;Hombre;47;1.9;253.347224;1.8;8.745078478
472;RETIRADO;2601144;431549536.4;932164;Hombre;21;0.9;213.7545914;27.9;8.991912521
473;RETIRADO;7541276;1191212693;787134;Hombre;11;14.6;34.27966099;58;2.981620964
474;VINCULADO;1091063;268216952.3;2057216;Hombre;38;16.7;0;10.1;3.042448485
475;RETIRADO;1818207;334852356.9;2403816;Hombre;1;15.7;237.5961039;3.8;8.636911747
476;RETIRADO;6879581;1050637990;1259273;Hombre;8;0.8;193.065114;92.7;8.717272873
477;RETIRADO;2905842;508091304.6;1779352;Hombre;14;2.2;106.5491287;23.3;8.233735645
478;RETIRADO;3419626;547434698.3;474583;Hombre;8;3;253.5977612;14.2;8.179035379
479;RETIRADO;6393268;984855196.3;351620;Mujer;31;3.5;211.9317476;60.9;7.986042044
480;VINCULADO;865390;145660169.2;435594;Hombre;41;16.1;53.88648199;25.2;1.607129178
481;RETIRADO;7783656;1253980339;669254;Mujer;38;2.7;223.3072234;71.9;8.219758563
482;VINCULADO;7379061;1223011459;1746825;Hombre;39;2.8;0;52.6;1.968096573
483;VINCULADO;7151337;1175148773;1684147;Mujer;37;17.2;11.29263763;41.1;2.823481503
484;RETIRADO;3998939;692492463.3;1547551;Hombre;41;1.7;228.0241009;8.7;8.193617685
485;VINCULADO;3111758;495702713.5;346551;Mujer;26;2.5;64.58162403;20.8;3.558044645
486;RETIRADO;7335494;1174637906;357115;Hombre;10;13.7;169.0771175;64.1;8.834564618
487;RETIRADO;7793759;1180700713;378687;Hombre;18;17;256.5575578;79;7.837530711
488;VINCULADO;8138920;1328512483;1473423;Hombre;49;0.3;0;63.8;2.212782407
489;RETIRADO;2942510;433465227.3;430693;Hombre;18;3.5;247.0662866;15.9;8.531051895
490;VINCULADO;1356359;250729723.4;1309909;Hombre;17;16.4;0;32.1;2.748448078
491;VINCULADO;987415;230113337.2;2348511;Mujer;27;16.4;8.808025958;26.7;3.090597239
492;VINCULADO;7791839;1209571705;1063313;Mujer;15;0.1;32.15840978;62.8;2.881191983
493;RETIRADO;8396057;1352168965;1449519;Mujer;17;16.6;119.3397274;75;8.322695964
494;RETIRADO;1039955;193669431.6;1248235;Mujer;15;15.3;179.1080672;26.6;8.164320246
495;RETIRADO;1137827;206485729.6;2198456;Hombre;10;16.7;264.7713168;20.7;8.053285874
496;RETIRADO;2778909;518294969.6;2317131;Mujer;38;0.1;0;21.1;2.135974955
497;RETIRADO;561952;166215948.6;2876940;Hombre;32;16.1;250.9169224;24.6;8.498480458
498;VINCULADO;3650785;553225266.1;1317776;Mujer;37;1.3;178.2755193;7.7;8.441888541
499;VINCULADO;4396435;775110281.8;2378002;Hombre;11;2.7;0;26.6;2.741953475
500;VINCULADO;7284056;1177657091;2179976;Hombre;48;2.6;16.82846248;92.5;3.994262725
501;RETIRADO;6778473;1103404441;821413;Mujer;34;16.7;240.3274899;84.4;8.364759297
502;VINCULADO;1306527;236070829.7;1555017;Mujer;49;16.2;22.63315935;0.8;2.455164549
503;RETIRADO;7765433;1179931914;581499;Hombre;0;4;181.3544321;49.5;7.826465779
504;VINCULADO;441415;90465576.52;2581721;Hombre;0;15.2;0;16;2.385266775
505;VINCULADO;781652;193699380.2;3233813;Mujer;34;15;0;12.9;2.649586865
506;VINCULADO;7757598;1274408176;1480272;Hombre;35;16.4;0;51.2;1.739875808
507;VINCULADO;2903052;469369322.4;450515;Hombre;7;3.5;0;9.4;1.718309387
508;VINCULADO;6359114;991918976;627143;Hombre;31;15.5;0;92.7;3.133044577
509;RETIRADO;7324075;1239515420;2264721;Hombre;23;17.3;182.9479357;56.8;8.923417106
510;RETIRADO;7226448;1141663268;403133;Mujer;25;2.6;176.1802483;87;8.575632522
511;VINCULADO;1553682;336887954.1;2089785;Hombre;13;16.3;39.70324832;0.1;2.070750249
512;RETIRADO;1364198;251930723.4;1292547;Mujer;25;15;35.53640536;5.8;2.600225956
513;RETIRADO;7252445;1191735367;778533;Mujer;38;1.1;264.5399442;77.8;8.382626206
514;VINCULADO;7091228;1117148066;2466676;Mujer;22;16.1;41.88141335;99.7;3.18627373
515;VINCULADO;7708443;1268900463;1694616;Mujer;26;2.6;0;65.2;2.043197518
516;RETIRADO;7577360;1248503026;1580088;Hombre;18;1.7;141.5948435;68.8;8.163588089
517;RETIRADO;3866563;624422163.8;1728100;Hombre;15;2.5;143.3817208;10.9;7.97057862
518;VINCULADO;5990122;965009988.1;2067854;Mujer;32;16.6;258.4766053;60.4;8.2944927
519;VINCULADO;1782391;353275940.3;1906298;Hombre;0;15.8;57.12095843;15.3;2.860740011
520;RETIRADO;1491760;293549462.5;2193590;Hombre;25;16.2;202.6058748;24.3;8.141403358
521;RETIRADO;6635665;1031575963;1449820;Mujer;28;14.5;60.46567987;75.7;8.985803731
522;RETIRADO;7925115;1279171790;1206414;Hombre;16;1.6;72.59134476;69.9;8.05344463
523;VINCULADO;7777356;1219214401;2263018;Mujer;20;15.4;38.30647142;67.3;2.560224389
524;RETIRADO;1500681;215028119.5;1053671;Mujer;67;16.5;197.6537831;11.4;8.833645196
525;RETIRADO;7370674;1210670221;2544499;Mujer;33;2.4;165.5023338;90.1;8.469524942
526;RETIRADO;2928905;468150612.6;1406894;Hombre;16;0.9;244.9328174;14.6;8.032943725
527;RETIRADO;793961;198280059.2;1886378;Mujer;17;17.2;176.8830069;16.3;8.560926861
528;RETIRADO;3624892;625141837.3;1474724;Hombre;48;3.9;201.8764715;19.3;8.869550779
529;VINCULADO;7606880;1156553993;466140;Hombre;24;16.3;1.328580877;33;2.677986862
530;VINCULADO;964068;172516050.4;1779103;Mujer;35;15.7;0.210362429;13.5;2.215955956
531;RETIRADO;8701768;1355091094;616799;Mujer;0;15.6;198.0046635;118.2;8.989630544
532;RETIRADO;843919;177257410.6;1347316;Hombre;23;16.7;139.4411759;24.1;7.651561968
533;VINCULADO;2607559;430418394.4;949861;Mujer;40;1.7;4.441836464;4.2;2.565295081
534;RETIRADO;4156329;701563947.2;460949;Hombre;50;1.5;222.6799685;8.7;8.017606497
535;RETIRADO;8307806;1278290496;435053;Hombre;48;1.8;50.07741495;68.1;8.404236243
536;RETIRADO;6843299;1033227891;359671;Mujer;44;0;180.9943345;67.9;8.171788316
537;RETIRADO;7394128;1133957902;387887;Hombre;0;14;175.3005538;94.8;7.677529133
538;VINCULADO;7027755;1092975942;1755818;Hombre;30;1.4;202.5472803;91.5;8.112322268
539;RETIRADO;316047;91069705.62;2195554;Hombre;29;16.7;208.1513688;0;7.908661215
540;VINCULADO;411851;146067203;1461550;Mujer;30;16.7;90.88618408;11.1;2.59996956
541;VINCULADO;6832291;1108336818;3118592;Mujer;36;15;16.97407098;90.5;1.72869839
542;RETIRADO;1934793;325073150;1279795;Mujer;28;16;246.1030764;17.2;8.170619002
543;RETIRADO;7393130;1121796969;623731;Mujer;24;14.4;171.2506224;65.2;8.019673793
544;VINCULADO;900761;169744430.6;580087;Hombre;37;15.3;0;24.2;2.625788379
545;VINCULADO;7464328;1169972572;1536970;Mujer;58;1.2;12.56168404;59;2.837483624
546;RETIRADO;7446526;1153776768;350703;Hombre;3;16;220.8804863;77.4;8.495810882
547;VINCULADO;2500893;384880255.5;889943;Hombre;33;16;6.209354515;20.5;1.998300032
548;RETIRADO;7647623;1221631983;875188;Mujer;24;1.6;246.5523906;93.9;7.865090863
549;VINCULADO;2999490;461451047.5;436193;Mujer;29;2.3;0;34.8;3.095730297
550;VINCULADO;4156209;682042159.8;941172;Mujer;10;3.3;67.03605583;3;3.435853585
551;RETIRADO;6536947;1004068312;893473;Hombre;15;15.4;210.953249;66.7;8.919636237
552;VINCULADO;547594;113065170.4;1533904;Mujer;3;15.7;237.5985772;4.3;7.7493562
553;RETIRADO;7330989;1151064635;2038793;Hombre;23;16.1;220.9224093;68.9;7.98607648
554;VINCULADO;8138254;1313645409;1499668;Mujer;18;16.2;0;50;2.740844902
555;VINCULADO;4050793;699551307.4;2115660;Hombre;43;2.5;0;9.8;2.803208728
556;VINCULADO;3779703;614156585.7;420580;Mujer;23;1.9;39.6855302;5.4;2.250259921
557;VINCULADO;7003543;1111354466;2123426;Mujer;31;1.2;8.08393703;87.8;2.550500026
558;VINCULADO;2698541;456230045.6;1035195;Mujer;8;2;10.94396714;22.9;2.123269654
